Peso vivo,Proteina,Energia Met.,"Vit ""A""","Vit ""D""",Ca,P,Fibra,M.S.,N°,Raza
385,"1,129","26,25","16,298","3,300","31,0","18,0","3,350","10,78",385,Torete_Brown
386,"1,129","26,25","16,340","3,300","31,0","18,0","3,358","10,81",386,Torete_Brown
387,"1,129","26,25","16,382","3,300","31,0","18,0","3,367","10,84",387,Torete_Brown
388,"1,129","26,25","16,424","3,300","31,0","18,0","3,376","10,86",388,Torete_Brown
389,"1,129","26,25","16,467","3,300","31,0","18,0","3,384","10,89",389,Torete_Brown
390,"1,129","26,25","16,509","3,300","31,0","18,0","3,393","10,92",390,Torete_Brown
391,"1,129","26,25","16,551","3,300","31,0","18,0","3,402","10,95",391,Torete_Brown
392,"1,129","26,25","16,594","3,300","31,0","18,0","3,410","10,98",392,Torete_Brown
393,"1,129","26,25","16,636","3,300","31,0","18,0","3,419","11,00",393,Torete_Brown
394,"1,129","26,25","16,678","3,300","31,0","18,0","3,428","11,03",394,Torete_Brown
395,"1,129","26,25","16,721","3,300","31,0","18,0","3,437","11,06",395,Torete_Brown
396,"1,129","26,25","16,763","3,300","31,0","18,0","3,445","11,09",396,Torete_Brown
397,"1,129","26,25","16,805","3,300","31,0","18,0","3,454","11,12",397,Torete_Brown
398,"1,129","26,25","16,847","3,300","31,0","18,0","3,463","11,14",398,Torete_Brown
399,"1,129","26,25","16,890","3,300","31,0","18,0","3,471","11,17",399,Torete_Brown
400,"1,129","26,25","16,932","3,300","29,0","19,0","3,480","11,20",400,Torete_Brown
401,"1,132","26,32","17,059","3,300","29,0","19,0","3,506","11,28",401,Toro_Brown
402,"1,135","26,38","17,101","3,300","29,0","19,0","3,515","11,31",402,Toro_Brown
403,"1,137","26,45","17,144","3,300","29,0","19,0","3,524","11,34",403,Toro_Brown
404,"1,140","26,51","17,186","3,300","29,0","19,0","3,532","11,37",404,Toro_Brown
405,"1,143","26,58","17,228","3,300","29,0","19,0","3,541","11,40",405,Toro_Brown
406,"1,146","26,64","17,270","3,300","29,0","19,0","3,550","11,42",406,Toro_Brown
407,"1,149","26,71","17,313","3,300","29,0","19,0","3,558","11,45",407,Toro_Brown
408,"1,151","26,77","17,355","3,300","29,0","19,0","3,567","11,48",408,Toro_Brown
409,"1,154","26,84","17,397","3,300","29,0","19,0","3,576","11,51",409,Toro_Brown
410,"1,157","26,90","17,440","3,300","29,0","19,0","3,584","11,54",410,Toro_Brown
411,"1,160","26,97","17,482","3,300","29,0","19,0","3,593","11,56",411,Toro_Brown
412,"1,165","27,03","17,524","3,300","29,0","19,0","3,602","11,59",412,Toro_Brown
413,"1,165","27,10","17,567","3,300","29,0","19,0","3,611","11,62",413,Toro_Brown
414,"1,165","27,16","17,609","3,300","29,0","19,0","3,619","11,65",414,Toro_Brown
415,"1,165","27,23","17,651","3,300","29,0","19,0","3,628","11,68",415,Toro_Brown
416,"1,165","27,29","17,693","3,300","29,0","19,0","3,637","11,70",416,Toro_Brown
417,"1,165","27,36","17,736","3,300","29,0","19,0","3,645","11,73",417,Toro_Brown
418,"1,165","27,42","17,778","3,300","29,0","19,0","3,654","11,76",418,Toro_Brown
419,"1,165","27,49","17,820","3,300","29,0","19,0","3,663","11,79",419,Toro_Brown
420,"1,165","27,55","17,863","3,300","29,0","19,0","3,671","11,82",420,Toro_Brown
421,"1,165","27,62","17,905","3,300","29,0","19,0","3,680","11,84",421,Toro_Brown
422,"1,165","27,68","17,947","3,300","29,0","19,0","3,689","11,87",422,Toro_Brown
423,"1,165","27,75","17,989","3,300","29,0","19,0","3,698","11,90",423,Toro_Brown
424,"1,165","27,81","18,032","3,300","29,0","19,0","3,706","11,93",424,Toro_Brown
425,"1,165","27,88","18,074","3,300","29,0","19,0","3,715","11,96",425,Toro_Brown
426,"1,165","27,94","18,116","3,300","29,0","19,0","3,724","11,98",426,Toro_Brown
427,"1,165","28,01","18,159","3,300","29,0","19,0","3,732","12,01",427,Toro_Brown
428,"1,165","28,07","18,201","3,300","29,0","19,0","3,741","12,04",428,Toro_Brown
429,"1,165","28,14","18,243","3,300","29,0","19,0","3,750","12,07",429,Toro_Brown
430,"1,165","28,20","18,286","3,300","29,0","19,0","3,758","12,10",430,Toro_Brown
431,"1,165","28,27","18,328","3,300","29,0","19,0","3,767","12,12",431,Toro_Brown
432,"1,165","28,27","18,370","3,300","29,0","19,0","3,776","12,15",432,Toro_Brown
433,"1,165","28,27","18,412","3,300","29,0","19,0","3,785","12,18",433,Toro_Brown
434,"1,165","28,27","18,455","3,300","29,0","19,0","3,793","12,21",434,Toro_Brown
435,"1,165","28,27","18,497","3,300","29,0","19,0","3,802","12,24",435,Toro_Brown
436,"1,165","28,27","18,539","3,300","29,0","19,0","3,811","12,26",436,Toro_Brown
437,"1,165","28,27","18,582","3,300","29,0","19,0","3,819","12,29",437,Toro_Brown
438,"1,165","28,27","18,624","3,300","29,0","19,0","3,828","12,32",438,Toro_Brown
439,"1,165","28,27","18,666","3,300","29,0","19,0","3,837","12,35",439,Toro_Brown
440,"1,165","28,27","18,709","3,300","29,0","19,0","3,845","12,38",440,Toro_Brown
441,"1,165","28,27","18,751","3,300","29,0","19,0","3,854","12,40",441,Toro_Brown
442,"1,165","28,27","18,793","3,300","29,0","19,0","3,863","12,43",442,Toro_Brown
443,"1,165","28,27","18,835","3,300","29,0","19,0","3,872","12,46",443,Toro_Brown
444,"1,165","28,27","18,878","3,300","29,0","19,0","3,880","12,49",444,Toro_Brown
445,"1,165","28,27","18,920","3,300","29,0","19,0","3,889","12,52",445,Toro_Brown
446,"1,165","28,27","18,962","3,300","29,0","19,0","3,898","12,54",446,Toro_Brown
447,"1,165","28,27","19,005","3,300","29,0","19,0","3,906","12,57",447,Toro_Brown
448,"1,165","28,27","19,047","3,300","29,0","19,0","3,915","12,60",448,Toro_Brown
449,"1,167","28,33","19,089","3,300","29,0","19,0","3,924","12,63",449,Toro_Brown
450,"1,170","28,39","19,132","3,300","28,0","20,0","3,932","12,66",450,Toro_Brown
451,"1,172","28,45","19,174","3,300","28,0","20,0","3,941","12,68",451,Toro_Brown
452,"1,174","28,52","19,216","3,300","28,0","20,0","3,950","12,71",452,Toro_Brown
453,"1,177","28,58","19,258","3,300","28,0","20,0","3,959","12,74",453,Toro_Brown
454,"1,179","28,64","19,301","3,300","28,0","20,0","3,967","12,77",454,Toro_Brown
455,"1,181","28,71","19,343","3,300","28,0","20,0","3,976","12,80",455,Toro_Brown
456,"1,183","28,77","19,385","3,300","28,0","20,0","3,985","12,82",456,Toro_Brown
457,"1,186","28,83","19,428","3,300","28,0","20,0","3,993","12,85",457,Toro_Brown
458,"1,188","28,90","19,470","3,300","28,0","20,0","4,002","12,88",458,Toro_Brown
459,"1,190","28,96","19,512","3,300","28,0","20,0","4,011","12,91",459,Toro_Brown
460,"1,193","29,02","19,555","3,300","28,0","20,0","4,019","12,94",460,Toro_Brown
461,"1,195","29,08","19,597","3,300","28,0","20,0","4,028","12,96",461,Toro_Brown
462,"1,197","29,15","19,639","3,300","28,0","20,0","4,037","12,99",462,Toro_Brown
463,"1,200","29,21","19,681","3,300","28,0","20,0","4,046","13,02",463,Toro_Brown
464,"1,202","29,27","19,724","3,300","28,0","20,0","4,054","13,05",464,Toro_Brown
465,"1,204","29,34","19,766","3,300","28,0","20,0","4,063","13,08",465,Toro_Brown
466,"1,204","29,40","19,808","3,300","28,0","20,0","4,072","13,10",466,Toro_Brown
467,"1,204","29,46","19,851","3,300","28,0","20,0","4,080","13,13",467,Toro_Brown
468,"1,204","29,53","19,893","3,300","28,0","20,0","4,089","13,16",468,Toro_Brown
469,"1,204","29,59","19,935","3,300","28,0","20,0","4,098","13,19",469,Toro_Brown
470,"1,204","29,65","19,978","3,300","28,0","20,0","4,106","13,22",470,Toro_Brown
471,"1,204","29,71","20,020","3,300","28,0","20,0","4,115","13,24",471,Toro_Brown
472,"1,204","29,78","20,062","3,300","28,0","20,0","4,124","13,27",472,Toro_Brown
473,"1,204","29,84","20,104","3,300","28,0","20,0","4,133","13,30",473,Toro_Brown
474,"1,204","29,90","20,147","3,300","28,0","20,0","4,141","13,33",474,Toro_Brown
475,"1,204","29,97","20,189","3,300","28,0","20,0","4,150","13,36",475,Toro_Brown
476,"1,204","30,03","20,231","3,300","28,0","20,0","4,159","13,38",476,Toro_Brown
477,"1,204","30,09","20,274","3,300","28,0","20,0","4,167","13,41",477,Toro_Brown
478,"1,204","30,16","20,280","3,300","28,0","20,0","4,176","13,44",478,Toro_Brown
479,"1,204","30,22","20,322","3,300","28,0","20,0","4,185","13,47",479,Toro_Brown
480,"1,204","30,28","20,365","3,300","28,0","20,0","4,193","13,50",480,Toro_Brown
481,"1,204","30,43","20,407","3,300","28,0","20,0","4,202","13,52",481,Toro_Brown
482,"1,204","30,43","20,449","3,300","28,0","20,0","4,211","13,55",482,Toro_Brown
483,"1,204","30,43","20,491","3,300","28,0","20,0","4,220","13,58",483,Toro_Brown
484,"1,204","30,43","20,534","3,300","28,0","20,0","4,228","13,61",484,Toro_Brown
485,"1,204","30,43","20,576","3,300","28,0","20,0","4,237","13,64",485,Toro_Brown
486,"1,204","30,43","20,618","3,300","28,0","20,0","4,246","13,66",486,Toro_Brown
487,"1,204","30,43","20,660","3,300","28,0","20,0","4,254","13,69",487,Toro_Brown
488,"1,204","30,43","20,703","3,300","28,0","20,0","4,263","13,72",488,Toro_Brown
489,"1,204","30,43","20,745","3,300","28,0","20,0","4,272","13,75",489,Toro_Brown
490,"1,204","30,43","20,787","3,300","28,0","20,0","4,280","13,78",490,Toro_Brown
491,"1,204","30,43","20,829","3,300","28,0","20,0","4,289","13,80",491,Toro_Brown
492,"1,204","30,43","20,872","3,300","28,0","20,0","4,298","13,83",492,Toro_Brown
493,"1,204","30,43","20,914","3,300","28,0","20,0","4,307","13,86",493,Toro_Brown
494,"1,204","30,43","20,956","3,300","28,0","20,0","4,315","13,89",494,Toro_Brown
495,"1,204","30,43","20,998","3,300","28,0","20,0","4,324","13,92",495,Toro_Brown
496,"1,204","30,43","21,041","3,300","28,0","20,0","4,280","13,94",496,Toro_Brown
497,"1,204","30,43","21,083","3,300","28,0","20,0","4,236","13,97",497,Toro_Brown
498,"1,204","30,43","21,125","3,300","28,0","20,0","4,237","14,00",498,Toro_Brown
499,"1,206","30,49","21,167","3,300","28,0","20,0","4,238","14,03",499,Toro_Brown
500,"1,209","30,55","21,210","3,300","27,0","21,0","4,239","14,06",500,Toro_Brown
501,"1,211","30,61","21,210","3,300","27,0","21,0","4,239","14,06",501,Toro_Brown
502,"1,214","30,67","21,252","3,300","27,0","21,0","4,240","14,08",502,Toro_Brown
503,"1,216","30,73","21,294","3,300","27,0","21,0","4,241","14,11",503,Toro_Brown
504,"1,218","30,79","21,336","3,300","27,0","21,0","4,242","14,14",504,Toro_Brown
505,"1,221","30,85","21,379","3,300","27,0","21,0","4,243","14,17",505,Toro_Brown
506,"1,223","30,91","21,421","3,300","27,0","21,0","4,244","14,20",506,Toro_Brown
507,"1,226","30,97","21,463","3,300","27,0","21,0","4,245","14,22",507,Toro_Brown
508,"1,228","31,03","21,505","3,300","27,0","21,0","4,246","14,25",508,Toro_Brown
509,"1,230","31,09","21,540","3,300","27,0","21,0","4,247","14,28",509,Toro_Brown
510,"1,233","31,15","21,582","3,300","27,0","21,0","4,248","14,31",510,Toro_Brown
511,"1,235","31,21","21,624","3,300","27,0","21,0","4,249","14,34",511,Toro_Brown
512,"1,238","31,27","21,667","3,300","27,0","21,0","4,250","14,36",512,Toro_Brown
513,"1,240","31,33","21,709","3,300","27,0","21,0","4,251","14,39",513,Toro_Brown
514,"1,242","31,39","21,751","3,300","27,0","21,0","4,320","14,42",514,Toro_Brown
515,"1,245","31,45","21,793","3,300","27,0","21,0","4,328","14,45",515,Toro_Brown
516,"1,247","31,51","21,836","3,300","27,0","21,0","4,337","14,48",516,Toro_Brown
517,"1,250","31,57","21,878","3,300","27,0","21,0","4,345","14,50",517,Toro_Brown
518,"1,247","31,63","21,920","3,300","27,0","21,0","4,354","14,53",518,Toro_Brown
519,"1,247","31,69","21,962","3,300","27,0","21,0","3,360","14,56",519,Toro_Brown
520,"1,247","31,75","22,005","3,300","27,0","21,0","3,366","14,59",520,Toro_Brown
521,"1,247","31,81","22,047","3,300","27,0","21,0","3,373","14,62",521,Toro_Brown
522,"1,247","31,87","22,089","3,300","27,0","21,0","3,379","14,64",522,Toro_Brown
523,"1,247","31,93","22,131","3,300","27,0","21,0","3,386","14,67",523,Toro_Brown
524,"1,247","31,99","22,174","3,300","27,0","21,0","3,392","14,70",524,Toro_Brown
525,"1,247","32,05","22,216","3,300","27,0","21,0","3,399","14,73",525,Toro_Brown
526,"1,247","32,11","22,258","3,300","27,0","21,0","3,405","14,76",526,Toro_Brown
527,"1,247","32,17","22,300","3,300","27,0","21,0","3,412","14,78",527,Toro_Brown
528,"1,247","32,23","22,342","3,300","27,0","21,0","3,418","14,81",528,Toro_Brown
529,"1,247","32,29","22,385","3,300","27,0","21,0","3,425","14,84",529,Toro_Brown
530,"1,247","32,35","22,427","3,300","27,0","21,0","3,431","14,87",530,Toro_Brown
531,"1,247","32,41","22,470","3,300","27,0","21,0","3,438","14,90",531,Toro_Brown
532,"1,247","32,47","22,512","3,300","27,0","21,0","3,444","14,92",532,Toro_Brown
533,"1,247","32,47","22,555","3,300","27,0","21,0","3,450","14,95",533,Toro_Brown
534,"1,247","32,47","22,597","3,300","27,0","21,0","3,457","14,98",534,Toro_Brown
535,"1,247","32,47","22,640","3,300","27,0","21,0","3,463","15,01",535,Toro_Brown
536,"1,247","32,47","22,682","3,300","27,0","21,0","3,470","15,04",536,Toro_Brown
537,"1,247","32,47","22,725","3,300","27,0","21,0","3,476","15,06",537,Toro_Brown
538,"1,247","32,47","22,767","3,300","27,0","21,0","3,483","15,09",538,Toro_Brown
539,"1,247","32,47","22,800","3,300","27,0","21,0","3,489","15,12",539,Toro_Brown
540,"1,247","32,47","22,842","3,300","27,0","21,0","3,496","15,15",540,Toro_Brown
541,"1,247","32,47","22,884","3,300","27,0","21,0","3,502","15,18",541,Toro_Brown
542,"1,247","32,47","22,927","3,300","27,0","21,0","3,509","15,20",542,Toro_Brown
543,"1,247","32,47","22,969","3,300","27,0","21,0","3,515","15,23",543,Toro_Brown
544,"1,247","32,47","23,011","3,300","27,0","21,0","3,522","15,26",544,Toro_Brown
545,"1,247","32,47","23,053","3,300","27,0","21,0","3,528","15,29",545,Toro_Brown
546,"1,247","32,47","23,096","3,300","27,0","21,0","3,534","15,32",546,Toro_Brown
547,"1,247","32,47","23,138","3,300","27,0","21,0","3,541","15,34",547,Toro_Brown
548,"1,247","32,47","23,180","3,300","27,0","21,0","3,547","15,37",548,Toro_Brown
549,"1,247","32,47","23,210","3,500","27,0","21,0","3,554","15,40",549,Toro_Brown
550,"1,249","32,53","23,252","3,500","27,0","21,0","3,560","15,43",550,Toro_Brown
551,"1,251","32,59","23,294","3,500","27,0","21,0","3,567","15,46",551,Toro_Brown
552,"1,254","32,64","23,337","3,500","27,0","21,0","3,573","15,48",552,Toro_Brown
553,"1,256","32,70","23,379","3,500","27,0","21,0","3,580","15,51",553,Toro_Brown
554,"1,258","32,76","23,421","3,500","27,0","21,0","3,586","15,54",554,Toro_Brown
555,"1,260","32,82","23,463","3,500","27,0","21,0","3,593","15,57",555,Toro_Brown
556,"1,262","32,88","23,505","3,500","27,0","21,0","3,599","15,60",556,Toro_Brown
557,"1,265","32,93","23,548","3,500","27,0","21,0","3,606","15,62",557,Toro_Brown
558,"1,267","32,99","23,590","3,500","27,0","21,0","3,612","15,65",558,Toro_Brown
559,"1,269","33,05","23,632","3,500","27,0","21,0","3,618","15,68",559,Toro_Brown
560,"1,271","33,11","23,674","3,500","27,0","21,0","3,625","15,71",560,Toro_Brown
561,"1,273","33,17","23,716","3,500","27,0","21,0","3,631","15,74",561,Toro_Brown
562,"1,276","33,22","23,759","3,500","27,0","21,0","3,638","15,76",562,Toro_Brown
563,"1,278","33,28","23,801","3,500","27,0","21,0","3,644","15,79",563,Toro_Brown
564,"1,280","33,34","23,843","3,500","27,0","21,0","3,651","15,82",564,Toro_Brown
565,"1,282","33,40","23,885","3,500","27,0","21,0","3,657","15,85",565,Toro_Brown
566,"1,284","33,46","23,927","3,500","27,0","21,0","3,664","15,88",566,Toro_Brown
567,"1,287","33,51","23,970","3,500","27,0","21,0","3,670","15,90",567,Toro_Brown
568,"1,289","33,57","24,012","3,500","27,0","21,0","3,677","15,93",568,Toro_Brown
569,"1,291","33,63","24,050","3,500","27,0","21,0","3,683","15,96",569,Toro_Brown
570,"1,293","33,69","24,092","3,500","27,0","21,0","3,690","15,99",570,Toro_Brown
571,"1,293","33,75","24,134","3,500","27,0","21,0","3,696","16,02",571,Toro_Brown
572,"1,293","33,80","24,176","3,500","27,0","21,0","3,702","16,04",572,Toro_Brown
573,"1,293","33,86","24,218","3,500","27,0","21,0","3,709","16,07",573,Toro_Brown
574,"1,293","33,92","24,260","3,500","27,0","21,0","3,715","16,10",574,Toro_Brown
575,"1,293","33,98","24,302","3,500","27,0","21,0","3,722","16,13",575,Toro_Brown
576,"1,293","34,04","24,344","3,500","27,0","21,0","3,728","16,16",576,Toro_Brown
577,"1,293","34,09","24,386","3,500","27,0","21,0","3,735","16,18",577,Toro_Brown
578,"1,293","34,15","24,428","3,500","27,0","21,0","3,741","16,21",578,Toro_Brown
579,"1,293","34,21","24,470","3,500","27,0","21,0","3,748","14,53",579,Toro_Brown
580,"1,293","34,27","24,512","3,500","27,0","21,0","3,754","14,56",580,Toro_Brown
581,"1,293","34,33","24,554","3,500","27,0","21,0","3,761","14,59",581,Toro_Brown
582,"1,293","34,38","24,596","3,500","27,0","21,0","3,767","14,62",582,Toro_Brown
583,"1,293","34,33","24,638","3,500","27,0","21,0","3,774","14,65",583,Toro_Brown
584,"1,293","34,33","24,680","3,500","27,0","21,0","3,780","14,68",584,Toro_Brown
585,"1,293","34,33","24,722","3,500","27,0","21,0","3,786","14,71",585,Toro_Brown
586,"1,293","34,33","24,764","3,500","27,0","21,0","3,793","14,74",586,Toro_Brown
587,"1,293","34,33","24,806","3,500","27,0","21,0","3,799","14,77",587,Toro_Brown
588,"1,293","34,33","24,848","3,500","27,0","21,0","3,806","14,80",588,Toro_Brown
589,"1,293","34,33","24,891","3,500","27,0","21,0","3,812","14,83",589,Toro_Brown
590,"1,293","34,33","24,942","3,500","27,0","21,0","3,819","14,86",590,Toro_Brown
591,"1,293","34,33","24,993","3,500","27,0","21,0","3,825","14,89",591,Toro_Brown
592,"1,293","34,33","25,044","3,500","27,0","21,0","3,832","14,92",592,Toro_Brown
593,"1,293","34,33","25,095","3,500","27,0","21,0","3,838","14,95",593,Toro_Brown
594,"1,293","34,33","25,146","3,500","27,0","21,0","3,845","14,98",594,Toro_Brown
595,"1,293","34,33","25,197","3,500","27,0","21,0","3,851","15,01",595,Toro_Brown
596,"1,293","34,33","25,248","3,500","27,0","21,0","3,858","15,04",596,Toro_Brown
597,"1,293","34,33","25,299","3,500","27,0","21,0","3,864","15,07",597,Toro_Brown
598,"1,293","34,33","25,350","3,500","27,0","21,0","3,870","15,10",598,Toro_Brown
599,"1,293","34,33","25,400","3,960","27,0","21,0","3,877","15,13",599,Toro_Brown
600,"1,295","34,39","25,442","3,960","27,0","21,0","3,883","15,16",600,Toro_Brown
601,"1,297","34,44","25,485","3,960","27,0","21,0","3,890","15,19",601,Toro_Brown
602,"1,299","34,49","25,530","3,966","27,0","21,0","3,896","15,21",602,Toro_Brown
603,"1,301","34,55","25,570","3,973","27,0","21,0","3,903","15,21",603,Toro_Brown
604,"1,299","34,50","25,527","3,960","27,0","21,0","3,896","15,22",604,Toro_Brown
605,"1,301","34,55","25,569","3,960","27,0","21,0","3,903","15,25",605,Toro_Brown
606,"1,304","34,61","25,612","3,960","27,0","21,0","3,909","15,28",606,Toro_Brown
607,"1,306","34,67","25,654","3,960","27,0","21,0","3,916","15,31",607,Toro_Brown
608,"1,308","34,72","25,696","3,960","27,0","21,0","3,922","15,34",608,Toro_Brown
609,"1,310","34,78","25,739","3,960","27,0","21,0","3,929","15,37",609,Toro_Brown
610,"1,312","34,83","25,781","3,960","27,0","21,0","3,935","15,40",610,Toro_Brown
611,"1,314","34,89","25,823","3,960","27,0","21,0","3,942","15,43",611,Toro_Brown
612,"1,316","34,95","25,866","3,960","27,0","21,0","3,948","15,46",612,Toro_Brown
613,"1,318","35,00","25,908","3,960","27,0","21,0","3,954","15,49",613,Toro_Brown
614,"1,320","35,06","25,950","3,960","27,0","21,0","3,961","15,52",614,Toro_Brown
615,"1,322","35,11","25,993","3,960","27,0","21,0","3,967","15,55",615,Toro_Brown
616,"1,325","35,17","26,035","3,960","27,0","21,0","3,974","15,58",616,Toro_Brown
617,"1,327","35,23","26,077","3,960","27,0","21,0","3,980","15,61",617,Toro_Brown
618,"1,329","35,28","26,120","3,960","27,0","21,0","3,987","15,64",618,Toro_Brown
619,"1,331","35,34","26,162","3,960","27,0","21,0","3,993","15,67",619,Toro_Brown
620,"1,333","35,39","26,204","3,960","27,0","21,0","4,000","15,70",620,Toro_Brown
621,"1,335","35,45","26,240","3,960","27,0","21,0","3,960","15,73",621,Toro_Brown
622,"1,337","35,51","26,282","3,960","27,0","21,0","3,966","15,76",622,Toro_Brown
623,"1,339","35,56","26,325","3,960","27,0","21,0","3,973","15,79",623,Toro_Brown
624,"1,341","35,62","26,367","3,960","27,0","21,0","3,979","15,82",624,Toro_Brown
625,"1,343","35,67","26,409","3,960","27,0","21,0","3,986","15,85",625,Toro_Brown
626,"1,346","35,73","26,452","3,960","27,0","21,0","3,992","15,88",626,Toro_Brown
627,"1,348","35,79","26,494","3,960","27,0","21,0","3,998","15,91",627,Toro_Brown
628,"1,350","35,84","26,536","3,960","27,0","21,0","4,005","15,94",628,Toro_Brown
629,"1,352","35,90","26,579","3,960","27,0","21,0","4,011","15,97",629,Toro_Brown
630,"1,354","35,95","26,621","3,960","27,0","21,0","4,017","16,00",630,Toro_Brown
631,"1,356","36,01","26,660","3,960","27,0","21,0","4,024","16,03",631,Toro_Brown
632,"1,358","36,07","26,702","3,960","27,0","21,0","4,030","16,06",632,Toro_Brown
633,"1,360","36,12","26,745","3,960","27,0","21,0","4,037","16,09",633,Toro_Brown
634,"1,362","36,18","26,787","3,960","27,0","21,0","4,043","16,12",634,Toro_Brown
635,"1,364","36,24","26,829","3,960","27,0","21,0","4,049","16,15",635,Toro_Brown
636,"1,367","36,29","26,872","3,960","27,0","21,0","4,056","16,18",636,Toro_Brown
637,"1,369","36,35","26,914","3,960","27,0","21,0","4,062","16,21",637,Toro_Brown
638,"1,371","36,41","26,956","3,960","27,0","21,0","4,069","16,24",638,Toro_Brown
639,"1,373","36,46","26,999","3,960","27,0","21,0","4,075","16,27",639,Toro_Brown
640,"1,375","36,52","27,041","3,960","27,0","21,0","4,081","16,30",640,Toro_Brown
641,"1,377","36,58","27,083","3,960","27,0","21,0","4,088","16,33",641,Toro_Brown
642,"1,379","36,64","27,125","3,960","27,0","21,0","4,094","16,36",642,Toro_Brown
643,"1,381","36,69","27,168","3,960","27,0","21,0","4,101","16,39",643,Toro_Brown
644,"1,383","36,75","27,210","3,960","27,0","21,0","4,107","16,42",644,Toro_Brown
645,"1,385","36,81","27,252","3,960","27,0","21,0","4,113","16,45",645,Toro_Brown
646,"1,388","36,86","27,295","3,960","27,0","21,0","4,120","16,48",646,Toro_Brown
647,"1,390","36,92","27,337","3,960","27,0","21,0","4,126","16,51",647,Toro_Brown
648,"1,392","36,98","27,379","3,960","27,0","21,0","4,132","16,54",648,Toro_Brown
649,"1,394","37,04","27,422","3,960","27,0","21,0","4,139","16,57",649,Toro_Brown
650,"1,396","37,09","27,464","3,960","27,0","21,0","4,145","16,60",650,Toro_Brown
651,"1,401","37,19","27,500","4,000","27,0","21,0","4,152","16,63",651,Toro_Brown
652,"1,403","37,25","27,542","4,000","27,0","21,0","4,158","16,66",652,Toro_Brown
653,"1,405","37,30","27,585","4,000","27,0","21,0","4,164","16,69",653,Toro_Brown
654,"1,408","37,36","27,627","4,000","27,0","21,0","4,171","16,72",654,Toro_Brown
655,"1,410","37,42","27,669","4,000","27,0","21,0","4,177","16,75",655,Toro_Brown
656,"1,412","37,48","27,712","4,000","27,0","21,0","4,184","16,78",656,Toro_Brown
657,"1,414","37,53","27,754","4,000","27,0","21,0","4,190","16,81",657,Toro_Brown
658,"1,416","37,59","27,796","4,000","27,0","21,0","4,196","16,84",658,Toro_Brown
659,"1,419","37,65","27,838","4,000","27,0","21,0","4,203","16,87",659,Toro_Brown
660,"1,421","37,70","27,881","4,000","27,0","21,0","4,209","16,90",660,Toro_Brown
661,"1,423","37,76","27,923","4,000","27,0","21,0","4,215","16,93",661,Toro_Brown
662,"1,425","37,82","27,965","4,000","27,0","21,0","4,222","16,96",662,Toro_Brown
663,"1,427","37,87","28,008","4,000","27,0","21,0","4,228","16,99",663,Toro_Brown
664,"1,430","37,93","28,050","4,000","27,0","21,0","4,235","17,02",664,Toro_Brown
665,"1,432","37,99","28,092","4,000","27,0","21,0","4,241","17,05",665,Toro_Brown
666,"1,434","38,05","28,135","4,000","27,0","21,0","4,247","17,08",666,Toro_Brown
667,"1,436","38,10","28,177","4,000","27,0","21,0","4,254","17,11",667,Toro_Brown
668,"1,438","38,16","28,219","4,000","27,0","21,0","4,260","17,14",668,Toro_Brown
669,"1,441","38,22","28,262","4,000","27,0","21,0","4,267","17,17",669,Toro_Brown
670,"1,443","38,27","28,304","4,000","27,0","21,0","4,273","17,20",670,Toro_Brown
671,"1,445","38,33","28,340","4,000","27,0","21,0","4,279","17,23",671,Toro_Brown
672,"1,447","38,39","28,382","4,000","27,0","21,0","4,286","17,26",672,Toro_Brown
673,"1,449","38,44","28,425","4,000","27,0","21,0","4,292","17,29",673,Toro_Brown
674,"1,452","38,50","28,467","4,000","27,0","21,0","4,299","17,32",674,Toro_Brown
675,"1,454","38,56","28,509","4,000","27,0","21,0","4,305","17,35",675,Toro_Brown
676,"1,456","38,62","28,551","4,000","27,0","21,0","4,311","17,38",676,Toro_Brown
677,"1,458","38,67","28,594","4,000","27,0","21,0","4,318","17,41",677,Toro_Brown
678,"1,460","38,73","28,636","4,000","27,0","21,0","4,324","17,44",678,Toro_Brown
679,"1,463","38,79","28,678","4,000","27,0","21,0","4,330","17,47",679,Toro_Brown
680,"1,465","38,84","28,721","4,000","27,0","21,0","4,337","17,50",680,Toro_Brown
681,"1,467","38,90","28,763","4,000","27,0","21,0","4,343","17,53",681,Toro_Brown
682,"1,469","38,96","28,805","4,000","27,0","21,0","4,350","17,56",682,Toro_Brown
683,"1,471","39,01","28,848","4,000","27,0","21,0","4,356","17,59",683,Toro_Brown
684,"1,474","39,07","28,890","4,000","27,0","21,0","4,362","17,62",684,Toro_Brown
685,"1,476","39,13","28,932","4,000","27,0","21,0","4,369","17,65",685,Toro_Brown
686,"1,478","39,19","28,974","4,000","27,0","21,0","4,375","17,68",686,Toro_Brown
687,"1,480","39,24","29,017","4,000","27,0","21,0","4,382","17,71",687,Toro_Brown
688,"1,482","39,30","29,059","4,000","27,0","21,0","4,388","17,74",688,Toro_Brown
689,"1,485","39,36","29,101","4,000","27,0","21,0","4,394","17,77",689,Toro_Brown
690,"1,487","39,41","29,144","4,000","27,0","21,0","4,401","17,80",690,Toro_Brown
691,"1,489","39,47","29,180","4,000","27,0","21,0","4,380","17,83",691,Toro_Brown
692,"1,491","39,53","29,222","4,000","27,0","21,0","4,386","17,86",692,Toro_Brown
693,"1,493","39,58","29,265","4,000","27,0","21,0","4,393","17,89",693,Toro_Brown
